COUNTRY,% of Startups Exiting via Acquisition or IPO,Availability of Alternative Finance,Availability of Growth-Stage Capital for Scaleups,Availability of legal and accounting services for entrepreneurs.,"Availability of tech services (fintech services, crypto)",Average Time to Close a Funding Round,"Branches of multinational companies (e.g. Google, Microsoft)",Corporate tax rate,Corruption index / Rule of law,"Cost of Internet (60 Mbps or more, unlimited data cable/adsl) utlities monthly in USD",Cost of internet per month/USD,Cost starting a business (% of income per capita),Diversity and Inclusion Index-wage inequality,Diversity of Startup Funding Sources,E-Government Index,Early-Stage Funding Growth,Early-stage Funding Volume,Ease of getting credit,Ease of starting a business index,Ecosystem Networking Activity: Count of Meetup Groups/ Entrepreneurship Networking events,Emerging Investor Base: New Investors with less than 5 years of activity,Employee Engagement,English proficiency,Entrepreneurship as a good career choice rate,FDI Confidence index emerging markets rankings,Fear of failure rate,Female/Male TEA Ratio,Financial Literacy,Financial market development Index,Global Innovation Index,Government R&D Expenditure % GDP,Government effectiveness,Growth Rates in Biotech,Growth Rates in Cleantech,Growth Rates in Fintech,Growth Rates in Tech,H-index,Human Development Index,IP Protection Score,Industry association memberships,Internet freedom,Internet speed,Migration management,Number of Accelerators,Number of Angel Investors Supporting Startups,Number of Co-Working Spaces Supporting Startups,Number of Corporate Innovation Challenges or Hackathons Hosted,Number of Corporate Venture Capital (CVC) Funds investing in local Startups,Number of Ecosystem Networking Events Organized,Number of Funding Rounds Closed,Number of IPOs in the Last 5 Years,Number of Investors/VCs,Number of Mentions or Features in National or International Media,Number of Research Publications in High-Impact Journals,Number of STEM graduates,Number of Scaleups Featured in National or International Media,Number of Startup or Innovation-Ready Service Providers,Number of Startup-Ready Service Providers,Number of Startups Created,Number of Startups and Projects Supported by Service Providers,Number of VC investors older than 5 years,Number of contributions by top 1000 GitHub users,Number of coworking spaces,Number of cumulative unicorns,Number of exits above 1B,Number of exits above 50M,Number of global startup events,Number of incubators,Number of research institutes,Number of startup competitions,Perceived opportunities rate,Percentage of Scaleup-Ready Service Providers,Percentage of Startups Receiving Investment,Percentage of Startups Securing Series A or Beyond,Percentage of Startups with Access to Seed or Early-Stage Funding,Percentage of enrollment in secondary education,Political transformation index,Presence of international influencers (like Tim Cook),Public Open Data Initiatives,Public capital market activity,Quality of Vocational Trainings,"R&D centers of multinational companies (e.g. Alphabet, Microsoft, Meta)",Ratio of Series A to seed,Ratio of Series C to Series A Startups,Regulatory quality,Salary of software engineers,Score of data science and tech skills,Startup Survival Rate (2+ Years),Startups to total number of companies ratio,Strength of IP Laws Score,Tax wedge,Top Universities per country,Total Capital Invested in Startups,Total Capital Invested in Startups and Scaleups,Total Funding Raised by Startups,Total Funding Raised by Startups and Scaleups,Total Government Funding allocated to early-stage Startups and Scale-ups,Total Growth-Stage Capital Invested in Scaleups,Total Number of Startups and Scaleups,Total Public Funding Allocated to Innovation and Entrepreneurship,Unemployment Rate,Youth Labour Participation rate
Nigeria,6.2932141679999996,,0.0,0.0,84.84848485,0.0,0.0,16.66666667,19.81,12.55708838,12.55708838,0.0,,0.0,40.90909091,45.7,0.273063938,85.0,68.78306878,0.0,0.0,30.0,67.08333333,,,,,22.4137931,,12.04188482,,14.150000000000002,,,,,22.76361819,28.62010221,27.328581960000005,0.0,58.82352941,6.679333528000001,,1.556156969,0.0,0.0,0.0,0.721199469,0.0,0.0,0.102669405,0.476626415,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.8977668050000001,25.18755442,0.0,0.0,,0.0,1.018666667,1.134751773,,0.0,,0.0,0.0,9.442436294,0.0,,30.07425743,0.487804878,48.48484848,0.0,7.397176182,0.0,13.17365269,13.0,12.26,2.501635088,0.0,0.0,0.771377066,23.45785205,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,91.42857143,73.91304348
North Korea,0.0,,0.0,0.0,,0.0,0.0,,4.72,,,0.0,,0.0,22.72727273,,,,,0.0,0.0,,,,,,,,,,,7.08,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,7.425742573999999,,,0.0,,0.0,,,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,92.28571429,92.75362319
North Macedonia,,,0.0,0.0,43.18181818,0.0,0.0,72.22222222,50.0,5.376900984,5.376900984,0.0,,0.0,69.31818182,16.17,5.81426e-06,80.0,8.465608466,0.0,0.0,37.5,,61.49784632000001,,33.01563096,6.0,13.79310345,,34.38045375,6.787271356999999,49.53,,,,,10.61969015,65.58773424,,0.0,,13.08681672,42.10526316,0.067658999,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.013333333,0.0,,0.0,46.93826854,0.0,0.0,,0.0,77.89473684,74.5049505,,69.13580247,0.0,16.0834868,0.0,0.0,,66.98,14.24776938,,0.0,0.24687792599999997,,,1.8518518519999998,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,62.571428569999995,
Norway,51.80038703,,0.0,0.0,15.15151515,0.0,0.0,38.88888889,98.11,24.38438721,24.38438721,0.0,5.630630631,0.0,90.90909091,48.65,0.442798165,55.00000000000001,4.232804233,0.0,0.0,40.0,89.16666667,46.75559261,,40.94548227,26.0,100.0,,67.88830716,34.87566227,98.11,84.44444444,72.22222222,60.6557377,51.54639175,50.09995002000001,99.82964225,,0.0,,43.87605963,77.63157895,1.01488498,0.0,0.0,0.0,1.5879040929999997,0.0,0.0,4.004106776,0.9052995629999999,0.0,0.0,6.033682675,0.0,0.0,0.0,0.0,0.0,1.615980249,44.81713444,2.391118702,0.45801526700000006,0.23923445,0.678426052,0.925333333,1.418439716,3.178484108,0.0,68.68711961,0.0,0.0,43.41875663,0.0,95.78947368,,5.853658537,94.16386083,0.0,67.80233272,0.0,32.93413174,12.0,91.98,64.82150036,78.78787879,0.0,5.29809345,,31.02868969,3.086419753,0.0,0.0,0.0,0.0,51.66666667,0.0,0.0,0.0,90.0,75.36231884
Oman,6.608637914,,0.0,0.0,55.3030303,0.0,0.0,58.33333333,66.51,32.03069824,32.03069824,0.0,,0.0,78.40909091,52.93,0.009436435,35.0,35.44973545,0.0,0.0,55.00000000000001,12.916666669999998,75.51757677,0.0,50.49561571000001,33.0,,,29.4938918,5.214217877,54.25,,,,,13.49325337,74.78705281,,0.0,,23.80298158,,0.47361299100000004,0.0,0.0,0.0,0.189789334,0.0,0.0,,0.08573463,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.123442936,4.222653895,0.512382579,,,,0.165333333,0.283687943,,0.0,69.60626009,0.0,0.0,9.208142385,0.0,95.78947368,34.77722772,0.0,81.48148148,0.0,52.19459791,0.0,10.17964072,0.0,65.57,25.97080242,43.43434343,0.0,,,,3.7037037039999996,0.0,0.0,0.0,0.0,52.40740741,0.0,0.0,0.0,91.14285714,33.33333333
Pakistan,2.971448593,,0.0,0.0,68.18181818,0.0,0.0,19.44444444,25.0,4.303404115,4.303404115,0.0,65.09009009,0.0,37.5,30.490000000000002,0.096410582,45.0,56.613756609999996,0.0,0.0,37.5,40.41666667,78.36598583,,19.786504,0.0,22.4137931,,20.59336824,2.958386484,29.25,,,,,22.76361819,27.2572402,16.3676579,0.0,21.17647059,3.691902952,,0.338294993,0.0,0.0,0.0,0.50610489,0.0,0.0,,0.268828923,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.381550892,28.058309329999997,0.0,,,,0.272,0.567375887,0.733496333,0.0,61.607253760000006,0.0,0.0,4.370281236,0.0,33.68421053,27.35148515,0.0,46.8013468,0.0,35.31307551,0.0,11.37724551,7.000000000000001,20.28,5.659605619,8.080808081,0.0,0.307432889,16.76087491,,43.20987654,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,84.85714286,42.02898551
Panama,3.070353018,,0.0,0.0,61.363636359999994,0.0,0.0,30.55555556,40.09,20.0574415,20.0574415,0.0,33.78378378,0.0,69.31818182,94.84,0.012920443,80.0,44.97354497,0.0,0.0,77.5,38.33333333,62.05363346,,44.14792223,54.0,24.13793103,,25.305410119999998,0.002443713,47.64,,,,,,74.95741056,,0.0,,48.29289681,,0.135317997,0.0,0.0,0.0,0.177136712,0.0,0.0,0.102669405,0.079922112,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.11222085099999998,5.08707884,2.134927412,,,,0.074666667,0.0,0.488997555,0.0,49.38516954,0.0,0.0,3.475935829,0.0,62.10526316,64.85148515,,48.82154882,0.0,30.678330259999996,0.0,13.77245509,0.0,55.19,29.996219800000002,,0.0,0.23243789599999998,,,3.7037037039999996,0.0,0.0,0.0,0.0,24.81481481,0.0,0.0,0.0,81.71428571,42.02898551
Papua New Guinea,45.11739732,,0.0,0.0,,0.0,0.0,16.66666667,27.36,100.0,100.0,0.0,,0.0,26.13636364,0.0,0.002451246,70.0,62.96296296,0.0,0.0,,,,,,,,,,,21.7,,,,,2.498750625,32.02725724,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05133470200000001,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.002666667,0.0,,0.0,,0.0,0.0,22.70099843,0.0,28.42105263,40.96534653,,26.038159369999995,0.0,,0.0,0.0,,26.419999999999998,9.535114896,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,92.57142857,
Paraguay,7.980889301,,0.0,0.0,69.6969697,0.0,0.0,72.22222222,30.19,4.505861858,4.505861858,0.0,36.48648649,0.0,61.363636359999994,,0.0,40.0,65.60846561,0.0,0.0,47.5,54.58333333,,,,,,,20.41884817,0.0018516360000000003,29.719999999999995,,,,,2.498750625,59.7955707,,0.0,,27.056416250000005,,0.135317997,0.0,0.0,0.0,0.018978933,0.0,0.0,,0.007265646999999999,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.011222085,10.29740773,2.134927412,,,,0.013333333,0.283687943,,0.0,,0.0,0.0,32.12493028,0.0,64.21052632,59.40594058999999,,57.23905724,0.0,15.34683855,0.0,0.0,,45.28,11.19710464,,0.0,0.030277481,,,3.7037037039999996,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,83.71428571,62.31884058
Peru,17.92213817,,0.0,0.0,56.06060606,0.0,0.0,18.05555556,32.55,9.78859645,9.78859645,0.0,44.36936937,0.0,75.0,83.34,0.020018815,75.0,39.68253968,0.0,0.0,45.0,51.24999999999999,58.274280950000005,12.801484229999998,65.55470835,57.99999999999999,25.862068970000003,,28.795811520000004,2.503440557,35.38,,,,,25.46226887,65.07666099,43.89284837,0.0,,57.74919614,,0.338294993,0.0,0.0,0.0,0.19611564499999998,0.0,0.0,0.0,0.090094017,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.224441701,15.98248376,0.0,,,,0.12,0.141843972,0.0,0.0,53.76971805,0.0,0.0,21.77419355,0.0,88.42105263,61.26237624,0.0,66.77890011,0.0,32.8422345,0.0,17.36526946,13.0,59.91,16.46528913,62.62626263,0.0,0.349355556,48.58687638,,14.197530860000002,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,86.28571429,60.86956522
Philippines,14.82275249,,0.0,0.0,39.39393939,0.0,0.0,30.55555556,33.49,11.32821696,11.32821696,0.0,34.00900901,0.0,63.636363640000006,45.37,0.168084793,40.0,49.73544974,0.0,0.0,82.5,72.5,,20.77922078,,,20.68965517,,36.47469459,,56.13,,,,,27.71114443,56.21805792,33.76751044,0.0,60.0,26.65010231,,0.405953992,0.0,0.0,0.0,0.645283735,0.0,0.0,0.359342916,0.321141578,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.549882168,55.91667225,0.683176772,0.0,,,0.549333333,0.992907801,0.0,0.0,,0.0,0.0,11.47161066,0.0,64.21052632,51.23762376,1.463414634,75.53310887,0.0,56.39963168,0.0,20.95808383,15.0,53.77000000000001,7.932128335,1.01010101,0.0,0.8868973029999999,24.79724748,,14.814814809999998,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,94.0,26.086956519999998
Poland,29.4146994,,0.0,0.0,29.54545455,0.0,0.0,47.22222222,64.15,4.816610952,4.816610952,0.0,36.71171171,0.0,85.22727273,47.74,0.179552385,75.0,20.63492063,0.0,0.0,7.5,80.0,26.7472558,40.63079777,23.42737324,55.00000000000001,50.0,5.462184874,46.77137871,25.839197259999995,61.79,13.33333333,11.11111111,14.75409836,20.6185567,30.184907550000002,85.34923339,69.59941017,0.0,,52.55480854000001,39.47368421,2.029769959,0.0,0.0,0.0,1.676472449,0.0,0.0,1.232032854,0.712033364,0.0,0.0,19.49685552,0.0,0.0,0.0,0.0,0.0,1.81797778,57.41476321,0.426985483,,0.0,0.13568521,1.928,0.85106383,8.80195599,0.0,75.69246056,0.0,0.0,30.17275144,0.0,93.68421053,78.34158416,4.390243902,96.18406285,0.0,25.475752,0.0,15.568862279999998,5.0,74.53,42.84361356,76.76767677,0.0,3.317480355,69.6485623,34.93617434,19.13580247,0.0,0.0,0.0,0.0,45.92592593,0.0,0.0,0.0,92.57142857,26.086956519999998
Portugal,22.19390886,,0.0,0.0,22.72727273,0.0,0.0,12.5,83.96,16.39436885,16.39436885,0.0,37.83783784,0.0,84.09090909,70.93,0.156924683,45.0,20.10582011,0.0,0.0,35.0,87.08333333,68.07002918,,22.77926039,32.0,22.4137931,18.48739496,58.46422339,30.245941649999995,80.19,44.44444444,41.66666667,34.42622951,27.83505155,40.12993503,84.15672913,,0.0,,59.84215142,93.42105263,2.706359946,0.0,0.0,0.0,0.525083824,0.0,0.0,0.308008214,0.441751311,0.0,0.0,48.08882831,0.0,0.0,0.0,0.0,0.0,0.965099316,41.21943868,0.597779676,,0.0,0.0,1.7253333329999998,2.269503546,0.97799511,0.0,50.70177618,0.0,0.0,43.53833313,0.0,94.73684211,,2.43902439,85.9708193,0.0,45.45733579,0.0,17.36526946,6.0,75.0,22.75752891,50.50505051,0.0,4.228133836,,19.84689139,6.790123457,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,81.71428571,30.43478261
Qatar,4.301461828,,0.0,0.0,36.36363636,0.0,0.0,72.22222222,79.25,38.12797213,38.12797213,0.0,,0.0,70.45454545,55.92,0.003044602,45.0,40.21164021,0.0,0.0,,37.5,81.21439489,,41.68890583,65.0,,,39.61605585,12.25075729,82.55,,,,,15.39230385,84.32708688,,0.0,,55.42239111,,0.067658999,0.0,0.0,0.0,0.284684001,0.0,0.0,,0.095906535,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.06733251,4.952609016,1.024765158,,,,0.261333333,0.85106383,0.244498778,0.0,69.53173519,0.0,0.0,6.724782069,0.0,93.68421053,54.08415842000001,2.43902439,46.91358025,0.0,64.31860037,0.0,25.149700599999996,0.0,77.36,31.129981019999995,24.24242424,0.0,0.246412118,,,0.617283951,0.0,0.0,0.0,0.0,60.37037037,0.0,0.0,0.0,100.0,66.66666667
Republic of the Congo,,,0.0,0.0,,0.0,0.0,,15.09,,,0.0,,0.0,31.818181820000003,,,40.0,94.70899471,0.0,0.0,57.49999999999999,,,,,,31.03448276,,,7.19851e-06,8.96,,,,,,,,0.0,,,,0.202976996,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.141843972,,0.0,,0.0,0.0,,0.0,32.63157895,23.26732673,,,0.0,,0.0,,,9.43,14.275370870000001,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,43.42857143,43.47826087
Romania,17.20229228,,0.0,0.0,35.60606061,0.0,0.0,55.55555556,62.25999999999999,1.633786901,1.633786901,0.0,43.24324324,0.0,76.13636364,52.44,0.092181927,80.0,28.571428569999995,0.0,0.0,75.0,82.08333333,74.67000139,15.76994434,12.33320625,41.0,15.51724138,,40.4886562,8.511853383,53.29999999999999,,,,,22.76361819,76.14991482,,0.0,,68.51213096,51.31578947,0.879566982,0.0,0.0,0.0,0.347947112,0.0,0.0,0.256673511,0.23395382,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.325440467,31.73437605,1.7933390260000002,,,,0.44,1.134751773,2.93398533,0.0,53.37225189,0.0,0.0,25.99518608,0.0,82.10526316,76.36138614,,78.78787879,0.0,25.41436464,0.0,12.574850299999998,7.000000000000001,63.68000000000001,23.89269021,46.46464646,0.0,2.190692236,,,9.87654321,0.0,0.0,0.0,0.0,40.55555556,0.0,0.0,0.0,84.28571429,14.492753620000002
Russia,11.01815238,,0.0,0.0,43.93939394,0.0,0.0,44.44444444,12.26,0.338999011,0.338999011,0.0,32.43243243,0.0,82.95454545,37.12,0.23348484999999997,80.0,14.814814809999998,0.0,0.0,52.5,55.00000000000001,66.83340281,,31.07129241,35.0,43.10344828,,34.03141361,17.31112655,25.94,4.444444444,25.0,14.75409836,0.0,35.33233383,75.12776831,13.393954289999998,0.0,12.941176470000002,25.48085355,27.63157895,1.962110961,0.0,0.0,0.0,1.11975707,0.0,0.0,0.308008214,0.608861183,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.481315228,35.03968786,,,0.0,0.0,1.789333333,1.985815603,36.67481663,0.0,25.83529996,0.0,0.0,8.87648679,0.0,90.52631579,33.91089109,4.390243902,67.56453423,0.0,38.72007366,0.0,20.35928144,10.0,13.209999999999999,37.11310411,,0.0,3.004457777,14.082084050000002,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,91.42857143,21.73913043
Rwanda,25.57155705,0.4922681789999999,0.0,0.0,78.03030303,0.0,0.0,22.22222222,56.13,,,0.0,,0.0,52.27272727,82.24,0.008091051,95.0,19.57671958,0.0,0.0,82.5,3.75,,,,,22.4137931,,16.57940663,,61.31999999999999,,,,,9.145427286,28.62010221,,0.0,31.76470588,11.12832505,,0.135317997,0.0,0.0,0.0,0.063263111,0.0,0.0,,0.046500138,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.157109191,32.94209257,1.7933390260000002,,,,0.506666667,0.425531915,,0.0,,0.0,0.0,28.9494696,0.0,32.63157895,38.49009901,,65.20763187,0.0,37.95273174,0.0,24.5508982,0.0,58.02,6.05852716,48.48484848,0.0,0.017234874,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,64.85714286,44.92753623
Samoa,,,0.0,0.0,,0.0,0.0,25.0,80.66,,,0.0,,0.0,37.5,,0.00301753,45.0,51.32275132,0.0,0.0,,,,,,,,,,,62.25999999999999,,,,,,54.85519591,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.011222085,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,85.26315789,,,45.11784512,0.0,,0.0,,,41.98,9.995139738,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,86.0,
Saudi Arabia,20.11474464,,0.0,0.0,34.84848485,0.0,0.0,44.44444444,58.02,30.914826499999997,30.914826499999997,0.0,,0.0,86.36363636,58.67,0.24175627,60.0,32.8042328,0.0,0.0,52.5,8.75,100.0,57.51391466,7.110179180000001,55.00000000000001,31.03448276,24.57983193,41.36125654,8.016596184,70.75,42.22222222,47.22222222,36.06557377,30.927835049999995,22.76361819,84.32708688,42.17252396,0.0,18.82352941,34.67991815,0.0,1.01488498,0.0,0.0,0.0,1.157714936,0.0,0.0,7.546201232,0.562361045,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.90898889,7.309431308,6.575576430000001,0.0,0.119617225,0.203527816,0.970666667,1.560283688,0.244498778,0.0,100.0,0.0,0.0,11.609169,0.0,95.78947368,39.10891089,9.268292683,63.74859708,0.0,53.06936771,0.0,16.76646707,15.0,65.09,30.211131400000003,59.5959596,0.0,0.767650607,42.17252396,,20.37037037,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,88.85714286,20.28985507
Senegal,29.758806180000004,,0.0,0.0,68.93939394,0.0,0.0,16.66666667,42.92,,,0.0,,0.0,40.90909091,47.47,0.008252344,65.0,64.55026455,0.0,0.0,95.0,13.750000000000002,,,,,46.55172414,,20.59336824,,52.83,,,,,8.32083958,23.33901193,,0.0,,6.074247296,,0.067658999,0.0,0.0,0.0,0.025305245,0.0,0.0,,0.02034381,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.06733251,8.221079778,0.341588386,0.0,,,0.045333333,0.0,0.0,0.0,,0.0,0.0,33.68983957,0.0,34.73684211,55.56930693,,51.73961841,0.0,53.29957029,0.0,13.17365269,0.0,41.04,8.682368848,,0.0,0.180733274,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,92.28571429,21.73913043
Serbia,13.01657125,,0.0,0.0,38.63636364,0.0,0.0,58.33333333,49.06,10.73496869,10.73496869,0.0,,0.0,82.95454545,43.99,0.013476212,65.0,22.75132275,0.0,0.0,30.0,71.66666667,71.12685841,,44.2241708,13.0,43.10344828,,38.56893543,17.88916746,57.08,,,,,10.61969015,72.40204429,,0.0,71.76470588,25.62408652,52.631578950000005,0.270635995,0.0,0.0,0.0,0.094894667,0.0,0.0,0.0,0.039234491,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.078554595,23.25239467,0.0,,,,0.248,0.0,0.488997555,0.0,31.12656813,0.0,0.0,27.22416225,0.0,91.57894737,60.76732673000001,,76.54320988,0.0,35.35911602,0.0,14.37125749,0.0,56.13,22.75752891,67.67676768,0.0,1.339196296,,,2.469135802,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,76.57142857,27.53623188
Seychelles,3.110676604,,0.0,0.0,,0.0,0.0,30.55555556,65.57,,,0.0,,0.0,67.04545455,50.82,0.03811424,35.0,52.380952380000004,0.0,0.0,,,,,,,,,,,73.11,,,,,,71.89097104,,0.0,,,,0.067658999,0.0,0.0,0.0,0.126526223,0.0,0.0,,0.04214075,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.033666255,,0.25619129,0.152671756,,,,0.425531915,,0.0,,0.0,0.0,17.60793009,0.0,78.94736842,,,41.18967452,0.0,45.25782689,0.0,23.35329341,0.0,62.25999999999999,14.117262330000003,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
Sierra Leone,2.282254308,0.090962598,0.0,0.0,,0.0,0.0,30.55555556,23.11,,,0.0,,0.0,19.31818182,61.91,0.001753735,25.0,85.71428571,0.0,0.0,25.0,,,,,,13.79310345,,,,11.79,,,,,4.997501249,13.287904600000001,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.002906259,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.011222085,1.132694755,,,,,,0.0,,0.0,,0.0,0.0,31.004784690000005,0.0,38.94736842,44.67821782,,50.280583609999994,0.0,,0.0,59.88023952,0.0,15.09,3.752302624,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,91.14285714,
Singapore,19.19053426,47.40221521,0.0,0.0,2.272727273,0.0,0.0,52.77777778,99.06,13.823626349999998,13.823626349999998,0.0,,0.0,93.18181818,48.47,2.183560805,75.0,0.529100529,0.0,0.0,22.5,88.75,,,,,79.31034483,39.28571429,89.0052356,,100.0,,,,,40.12993503,96.93356048,87.02383878,0.0,51.76470588000001,100.0,,5.751014885,0.0,0.0,0.0,6.762826596,0.0,0.0,4.671457906,9.869654301,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.258220177,35.7070132,2.476515798,2.290076336,0.837320574,0.881953867,3.4639999999999995,7.943262411,2.689486553,0.0,,0.0,0.0,19.08472819,0.0,100.0,71.53465347,6.829268293,100.0,0.0,73.20441989,0.0,24.5508982,16.0,100.0,53.19387247,84.84848485,0.0,17.42864995,85.21749816,,1.8518518519999998,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,90.57142857,34.7826087
Slovakia,13.47656566,,0.0,0.0,34.09090909,0.0,0.0,41.66666667,70.28,6.295023306,6.295023306,0.0,25.45045045,0.0,80.68181818,66.09,0.035544884,70.0,23.28042328,0.0,0.0,22.5,78.33333333,27.636515210000002,,31.280975980000004,41.0,60.34482759000001,,42.05933682,16.47286127,63.68000000000001,,,,,22.76361819,80.91993186,,0.0,,26.02747735,38.15789474,0.270635995,0.0,0.0,0.0,0.22142088999999998,0.0,0.0,0.0,0.107531569,0.0,0.0,36.25128102,0.0,0.0,0.0,0.0,0.0,0.20199753099999998,17.77798245,0.0,,0.119617225,0.067842605,0.208,0.283687943,0.97799511,0.0,25.04036766,0.0,0.0,57.100714659999994,0.0,84.21052632,88.86138614,,83.05274972,0.0,27.977286679999995,0.0,17.96407186,7.000000000000001,76.89,28.07261592,93.93939394,0.0,0.8677992000000001,,21.04425536,5.555555556,0.0,0.0,0.0,0.0,41.48148148,0.0,0.0,0.0,83.71428571,18.84057971
Slovenia,10.60969051,9.465460966,0.0,0.0,25.0,0.0,0.0,38.88888889,82.55,14.49691605,14.49691605,0.0,20.04504505,0.0,89.77272727,42.13,0.015875379,45.0,19.04761905,0.0,0.0,30.0,,59.89995832,,38.71521159,25.0,53.44827586,,52.35602094,38.34714277,80.66,,,,,20.28985507,93.0153322,,0.0,,27.462730200000003,50.0,0.338294993,0.0,0.0,0.0,0.126526223,0.0,0.0,0.0,0.052312655,0.0,0.0,54.57595492,0.0,0.0,0.0,0.0,0.0,0.078554595,19.11732199,0.0,,,,0.226666667,0.141843972,1.466992665,0.0,46.61532729,0.0,0.0,43.49214322,0.0,95.78947368,94.55445545,0.0,91.58249158,0.0,42.8330264,0.0,19.76047904,0.0,73.58,33.19429249,,0.0,1.532972177,,17.84270197,1.8518518519999998,0.0,0.0,0.0,0.0,50.55555556,0.0,0.0,0.0,89.71428571,31.88405797
Solomon Islands,,,0.0,0.0,,0.0,0.0,16.66666667,43.87,,,0.0,,0.0,29.54545455,,,50.0,71.42857143,0.0,0.0,,,,,,,,,,,26.890000000000004,,,,,,31.005110729999995,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,27.36842105,,,30.078563410000005,0.0,,0.0,,,21.7,12.5352769,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,96.0,82.60869565
Somalia,1.181548552,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,4.545454545,14.150000000000002,0.0035592280000000002,0.0,100.0,0.0,0.0,,1.25,,,,,3.448275862,,,,1.42,,,,,2.498750625,0.0,,0.0,,4.264834844,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.011625035,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.011222085,,0.0,,,,,0.0,,0.0,,0.0,0.0,10.7010156,0.0,,3.465346535,,37.03703704,0.0,,0.0,5.988023952,0.0,3.3000000000000003,7.012078652,7.070707071,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,46.28571429,2.898550725
